iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-BGDB55,['Bringing Solar Power and Renewable Energy to Remote Communities in Bangladesh'],['Oxfam GB'],,"['Govt and NGOs have been implementing PSFs to treat surface water. Water from surface water is pumped through sand filters that work on the principal of ""slow sand filter"" on a constant flow, which creates biological film on sand layers, formed through a constant flow that removes harmful bacteria. Without constant flow of water bacteria remains and causes water borne disease. Using 6 -solar powered pond sand filters we will provide safe clean drinking water to 8,000 people. Project is funded by GDS Services International and will be implemented by Progoti in Satkhira and Banchte Shekha in Jessore district.']",['BD'],,,3,,2012-08-16T13:06:13Z,"['2', '4']","['2010-01-15T00:00:00Z', '2011-06-30T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB59,['WASH innovation fund project 2010 - UDL and monitoring'],['Oxfam GB'],,"['Project intends (a) Search for adaptable model of Urine Diversion Latrine (UDL) in emergencies. This will focus on develop and pilot adaptable model of UDL including modified pan, slab and super structure and (b) ""Mission to sustainability of WASH Innovation Fund Project 2009"" - through systematic monitoring, follow -up, documentation, and advocacy of pond lining, Chulli Water Purifier (CWP), UDL and Ecosan latrine implemented in WASH Innovation Fund Project 2009. Funded by WASH Innovation Project 2010; Location Khulna, Satkhira, Bagerhat, Sirajgonj, Kurigram and Gaibanda districts.  Direct beneficiaries 8,500 and indirect 25,000.']",['BD'],,,3,,2012-08-16T13:06:37Z,"['2', '4']","['2010-05-01T00:00:00Z', '2011-10-31T00:00:00Z']","['3', '5']","['Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMA74,"['Aaces Community led Access to Water, Sanitation and Hygiene']",['Oxfam GB'],,"['The programme will support construction of Water Sanitation and Hygiene (WASH) facilities, build capacity of stakeholders, facilitate gender and disability inclusiveness, advocate for good governance and facilitate lesson learning and programme growth in delivering WASH services to the most vulnerable communities and individuals in Kaoma and Mongu districts']",['ZM'],,,3,,2020-09-29T11:07:05Z,"['2', '4']","['2011-10-01T00:00:00Z', '2016-03-31T00:00:00Z']","['2', '4', '5']","['Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB63,['Resilience through Economic Empowerment Climate Adaptation Leadership & Learning'],['Oxfam GB'],,"[""The REE_CALL project aims to develop resilient communities through enhanced leadership, creating livelihoods options and equipped to face the impact of climate change and disasters. The project will implement by 12 local partners in 12 districts of Char, Haor and Coastal region in Bangladesh. It wil directly benefit approximately 176,000 people.  The proposed project is an experimental initiatives for incorporating practices on climate change adaptation, will generate valuable lessons economic empowerment & livelihood also ensuring access of poor women and men in the resources. Fund will utilise for partner's grant and programme management.""]",['BD'],,,3,,2016-10-05T12:11:07Z,"['2', '4']","['2010-04-01T00:00:00Z', '2014-06-30T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA75,"['The Rights to Safe Water, Environmental Sanitation and Hygiene for Urban Poor']",['Oxfam GB'],,"['The project aims at building on a designed a Peri -urban WASH project for selected cholera prone compounds with effective participation of all key partners. Main activities include: research, stakeholder consultation and decision making, engineering designs and project document and subsequent baseline survey .']",['ZM'],,,3,,2015-05-22T09:04:15Z,"['2', '4']","['2011-12-01T00:00:00Z', '2016-03-31T00:00:00Z']","['2', '3', '4', '5']","['Education and Health Care', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA76,['Empowering Citizens to Monitor Health Care Delivery Including Maternal and Child'],['Oxfam GB'],,['A project aimed at Increasing and improving the role that communities and Civil Society play in the delivery of health care services by the government and in enhancing maternal and child health.'],['ZM'],,,3,,2018-05-17T20:41:47Z,"['2', '4']","['2012-11-01T00:00:00Z', '2015-12-31T00:00:00Z']","['2', '4']","['Education and Health Care', 'Right to be Heard']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB65,['WASH component of cyclone Aila joint UN Multi-Sector response'],['Oxfam GB'],,"['More than 1 year after devastating cyclone AILA, affected people is still suffering and in life risk. After a joint assessment the UN agencies come to a consensus to continue response is needed. UNICEF was delegated responsibility for the WASH. UNICEF allocated the task to Oxfam. GBP 272,092 has been secured from UNICEF to implement the project which aims to reduce Water, Sanitation and Hygiene (WASH) related health risk and improves the quality of life of most affected 43,890 women, children and men through improved basic WASH assistance and disaster resilient WASH services. This is 10 months project started from 07 November 2010.']",['BD'],,,3,,2012-04-23T07:40:03Z,"['2', '4']","['2010-10-15T00:00:00Z', '2012-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-BGDB68,['Proposal development & ground preparation for DIPECHO VI under NARRI consortium'],['Oxfam GB'],,"[""Oxfam with support of 5 other INGOs have formed a consortium NARRI in Oct 2010. NARRI has already decided to submit a joint consortium proposal for DIPECHO VI in mid Dec 2010. If NARRI consortium is awarded the DIPECHO VI project, it will be expected to start from mid March 2011. Oxfam's current DIPECHO V project has already completed on 15th Nov 2010. Therefore this project is raised for followings: 1. Oxfam to actively contribute in the NARRI proposal development  for DIPECHO VI and start the ground preparation, 2. Retain the quality staff of DIPECHO V both at Oxfam and partner level who can continue working in DIPECHO VI (if awarded).""]",['BD'],,,3,,2011-11-29T06:51:10Z,"['2', '4']","['2010-11-16T00:00:00Z', '2011-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-ZAMA77,['Zambia Climate Justice Initiative (ZCJI)'],['Oxfam GB'],,"['Increase the capacity of communities, national and district level government, to develop water resources management actions that promote gender equality and increase resilience to climate related impacts. The project will aim to develop and promote resilient livelihoods among small scale farmers and households in communities by promoting water resources management, increased levels of preparedness and investment in adaptation actions that reflect the gender diverse needs.']",['ZM'],,,3,,2016-04-19T10:51:05Z,"['2', '4']","['2013-01-01T00:00:00Z', '2015-12-31T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB69,['Diversity and Indigenous Peoples Leadership Project'],['Oxfam GB'],,"['This project aims to improve life of plain land adibashi  through enhancing capacity of indigenous people led CBOs to assert rights, consolidation of land rights and promotion of bilingual education at pre -primary level. Suppot to update  land documents and protecting land from land grabers, technical support to link with rural livelihood and economic empowerment activities of women. Also build greater resilience tto overcome the shocks  caused by climate change and natural disaster .Fund will be spent for staff salary, training, mobilisation works saminer etc and Oxfam Australia and Royal Danish Embassy will provide the fund.']",['BD'],,,3,,2016-11-30T09:17:12Z,"['2', '4']","['2010-12-02T00:00:00Z', '2015-03-31T00:00:00Z']","['1', '2', '3', '4', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA79,['Economic Justice Smallholder Agricultural Market and Value Chain Support Zambia'],['Oxfam GB'],,['Improve farmer organisations. Strengthen link to private sector. Improve access to market information. Build capacity of producer groups in business management and partnerships.'],['ZM'],,,3,,2018-06-19T10:11:53Z,"['2', '4']","['2013-04-01T00:00:00Z', '2017-09-30T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB70,['Early Recovery and Rehabilitation for the Cyclone Aila affected communities-Ext'],['Oxfam GB'],,"['Cyclone ""AILA"" hit the west border of Bangladesh on 25 May 2009.  AILA affected around 3.39 million people while 1.5 years after Aila more than 100,000 people are still living in temporary shelters as embankment reconstruction yet to be completed. Oxfam has received Euro 650 k  and 514 k from ECHO for initial response and early recovery and rehabilitation respectively which going to be ended by mid of Jan\'11. As situation still not improved much project got amedment and extended for further 03 months period.  Total amendment value is Euro 327 k. which is already got approval from ECHO.']",['BD'],,,3,,2012-06-11T10:44:02Z,"['2', '4']","['2010-12-23T00:00:00Z', '2011-06-30T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-ZAMA80,['Economic Justice FDI and GROW Campaign Zambia'],['Oxfam GB'],,['Input support to smallholder producers. Farmer group mobilisation and capacity strengthening. Private sector engagement and value chain development. Business and entrepreneurship skills development and market systems and gender analysis.'],['ZM'],,,3,,2018-06-19T10:18:21Z,"['2', '4']","['2013-04-01T00:00:00Z', '2018-03-31T00:00:00Z']","['1', '4', '5']","['A Sustainable Livelihood', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA81,['Copperbelt smallholder agricultural and market support'],['Oxfam GB'],,"[""This project will improve the food and income security of 6,000 people (1,000 households) in ten peri -urban areas of Kitwe district by providing agricultural inputs and equipment to increase food and cash crop production. It will also identify factors that hinder women's participation in decision making and market activities, and develop solutions through training workshops on gender imbalances and their link to livelihoods""]",['ZM'],,,3,,2015-11-23T14:56:22Z,"['2', '4']","['2013-04-01T00:00:00Z', '2014-06-18T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB72,['Disaster Resilient Future: Mobilising Comm. & Inst. for Effective Risk Reduction'],['Oxfam GB'],,"['The project is part of DIPECHO VI action plan for South Asia and will contribute to NARRI consortium joint project on DRR in Bangladesh through ECHO funding. The project will mainly focus on flood and Earthquake hazards with the key components  - capacity building of CBOs and LGIs on risk assessment and reduction measures, mass community mobilisation and awareness on safe DRR practices, small scale risk mitigation and advocacy both at national and local level to promote linkages of development with DRR and effective functioning of institutional and policy setup in Bangladesh as far as DRR is concerned.']",['BD'],,,3,,2014-06-23T08:29:22Z,"['2', '4']","['2011-04-01T00:00:00Z', '2013-01-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-BGDB73,['Strengthening Non State Actors to claim rights and services for  marginalized'],['Oxfam GB'],,"['Under the national and local government frameworks in Bangladesh, approx. 20 different state level services are deliverable and should be available for all citizens. In addition NGOs, development agencies and independent institutions provide numerous services. However most of services are not accessible for poor and marginalised communities because of lack of voice and accountability of service providers. The project is increasing the accountability and obligation of service providers towards community people, particularly poor marginalized, excluded women and men through strengthening Non State Actors.']",['BD'],,,3,,2016-10-07T03:18:21Z,"['2', '4']","['2010-09-01T00:00:00Z', '2013-08-31T00:00:00Z']","['1', '2', '5']","['A Sustainable Livelihood', 'Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA83,['Citizen Participation in Adaptation to Climate Change'],['Oxfam GB'],,"['The project will also aim at improving governance and accountability for resources for adaptation and mitigation as well as invest in productivity, resilience and sustainability of small scale food producers, particularly women as they are the main food producers even in the context of Climate Change.']",['ZM'],,,3,,2019-04-03T16:07:22Z,"['2', '4']","['2013-04-01T00:00:00Z', '2017-06-30T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB74,['EFSL support in the Cyclone Aila affected region in Bangladesh'],['Oxfam GB'],,"['Cyclone Aila hit the coastal area in May 2009. For nearly two years the situation of the Aila affected households did not change significantly due to lack of repairs and reconstruction of the embankment.    This project is a response this cyclone. Due to limited income and the coming monsoon the 42,250 still severely affected households in the region will not be able to meet their food security needs. This project is a direct response to this through income generating activities: cash for work, cash for training and cash grants.']",['BD'],,,3,,2013-03-25T06:48:35Z,"['2', '4']","['2011-05-01T00:00:00Z', '2012-05-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-ZAMA84,['Action to Improve Access to Good Quality Education in Primary Schools in Zambia'],['Oxfam GB'],,"['The project will support over 15,000 learners at 20 community schools in Lusaka, Eastern, Western and Copperbelt Provinces of Zambia. The project will also highlight the challenges in the management of community schools and the need for government to implement the community school guidelines in order to ensure that access to quality education is a reality for all   The project will do this by working directly with school committees and learners and the project will further develop the capacity of 3 local NGO partners Zambia Open Community Schools (ZOCS) based in Lusaka, ZEDAO in Mufulira on the Copperbelt and YWCA Mongu in Western province.']",['ZM'],,,3,,2018-07-17T10:33:51Z,"['2', '4']","['2014-04-01T00:00:00Z', '2016-04-30T00:00:00Z']","['2', '4', '5']","['Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB75,['A multi prong beneficiary focused approach to promote increase in hand washing'],['Oxfam GB'],,['A formative study include proper messages positioning & identification of appropriate channels of communication. Hand wash campaign and trailing out various hand washing devices & cleaning agents.'],['BD'],,,3,,2013-07-22T09:26:18Z,"['2', '4']","['2011-07-01T00:00:00Z', '2012-09-30T00:00:00Z']","['3', '5']","['Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB76,['REE_CALL Scale Up and Extension'],['Oxfam GB'],,"['The project aims to build a resilient community focus on disaster preparedness, women leadership, creating alternative livelihood opportunities under changing climate condition and better market linkage for viable business options and mobilize collective voice to end domestic violence. The project will be implemented by 3 local partners in 3 districts of Coastal region with coverage of 10500 extreme poor as direct beneficiaries in Bangladesh. The model of developing resilient community with informed leadership skill stemmed from pilot phase of Resilience through Economic Empowerment Climate Adaptation Leadership and Learning (REE -CALL) programme will scale up horizontally in proposed project.']",['BD'],,,3,,2016-10-07T03:18:42Z,"['2', '4']","['2011-09-01T00:00:00Z', '2015-09-30T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA85,['Action on Policy and Attitude Change on Gender Based Violence in Zambia'],['Oxfam GB'],,"['This project falls under the Gender Justice programme 5 of the Joint Country Analysis and Strategy for Zambia. The overall programme aim is to promote gender equality and reduce gender based violence through improved policy environment plus changing attitudes and social cultural norms in society.  The works links to the Anti GBV act which is at the verge of implementation, national and regional advocacy in stopping violence against women as well as changing and influencing attitude and beliefs to empower women and improve gender relations. I Care About Her Attitude Change campaign is being implemented at community & national level.']",['ZM'],,,3,,2018-07-17T10:33:15Z,"['2', '4']","['2014-04-01T00:00:00Z', '2016-03-31T00:00:00Z']",['5'],['Right to Equity: Gender and Diversity'],['99'],,,,,,,
GB-CHC-202918-BGDB77,['Let Her Decide and Participate project-LHDP'],['Oxfam GB'],,"[""Enable women to have sustainable access to opportunities and skills which facilitate increased confidence & leadership towards transformation of power that protects women's rights and promotes equal relationships. Before launch this project, numbers of preparatory tasks/activities requires to determine/validate the project activities up to project level including conduct the baseline survey""]",['BD'],,,3,,2018-04-02T08:26:28Z,"['2', '4']","['2011-07-01T00:00:00Z', '2016-03-31T00:00:00Z']",['5'],['Right to Equity: Gender and Diversity'],['99'],,,,,,,
GB-CHC-202918-ZAMA87,['Zambia Climate Justice Initiative (ZCJI)'],['Oxfam GB'],,"['The project will Increase the capacity of communities, national and district level government, to develop water resources management actions that promote gender equality and increase resilience to climate related impacts. The project will aim to develop and promote resilient livelihoods among small scale farmers and households in communities by promoting water resources management, increased levels of preparedness and investment in adaptation actions that reflect the gender diverse needs.']",['ZM'],,,3,,2018-04-20T08:55:00Z,"['2', '4']","['2014-04-01T00:00:00Z', '2015-06-30T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA88,['Adaptation Finance Accountabilty Initiative (AFAI)'],['Oxfam GB'],,['Ensure that adaptation is a national priority and that national investment is increased; that national level and international donor processes for the distribution of adaptation funds are transparent and accountable; and that adaptation funds are allocated to those most vulnerable to the impacts of climate change.'],['ZM'],,,3,,2019-04-03T16:45:56Z,"['2', '4']","['2014-04-01T00:00:00Z', '2015-10-31T00:00:00Z']","['1', '3', '4']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB79,['Humanitarian Advocacy in Bangladesh'],['Oxfam GB'],,"[""To influence the Prime Minister, Minster for the Ministry of Food & Disaster Management (MOFDM), members of the Parliamentary Standing Committee on the MOFDM, and Members of Parliaments towards enactment and implementation of ‘Disaster Management Act'""]",['BD'],,,3,,2013-08-29T12:13:44Z,"['2', '4']","['2011-04-20T00:00:00Z', '2012-09-30T00:00:00Z']","['3', '5']","['Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMA90,['Clean Safe Water for Zambian School Children'],['Oxfam GB'],,"[""Oxfam in partnership with YWCA Mongu and VWZ, will work with communities, school authorities and government authorities to provide clean water in primary schools. The project will demonstrate options for providing inclusive water systems in schools and promote good hygiene practices as well as  supporting communities' demands for better teaching and learning environment in primary schools. The project will have a positive lasting effect on improving health, education, gender equality and productivity for over 10,000 pupils and 20,000 people in the surrounding communities.""]",['ZM'],,,3,,2018-07-17T10:34:39Z,"['2', '4']","['2014-12-01T00:00:00Z', '2016-12-31T00:00:00Z']","['2', '4']","['Education and Health Care', 'Right to be Heard']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB80,['Justice for Food and Agriculture System in Bangladesh'],['Oxfam GB'],,"[""This is a campaign & advocacy project framed under OI Economic Justice advocacy framework. This is intended to organize, aware & mobilize at least five million Bangladesh's small & marginal farmers particularly women, excluded & vulnerable communities & societies, civil & political society, academia & professionals, civil bureaucrats, activists & media towards advocating for an equitable agricultural policy regime addressing Climate Change & food security over a period of 4 years. This project will initially linked -up with the ongoing OI EJ Campaign for Sustainable Rural Livelihoods & would gradually shift its focus towards new public phasing campaign ‘GROW'.""]",['BD'],,,3,,2018-09-30T11:40:54Z,"['2', '4']","['2011-04-01T00:00:00Z', '2016-03-31T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA91,"['Rights to Safe Water, Environmental sanitation and Hygiene for the Urban Poor']",['Oxfam GB'],,"['The project aims at promoting the right to safe water, environmental sanitation and hygiene of the poor in cholera prone peri urban compounds in Lusaka, Zambia. The objective is to establish complete designing and establish a peri -urban WASH work in George and Chawama compounds of Lusaka with effective participation of all key partners. Main activities include: research, detailed baseline surveys, stakeholder consultation and decision making, and exploration of possible options for provision of water, sanitation and hygiene services']",['ZM'],,,3,,2018-07-17T10:35:13Z,"['2', '4']","['2015-02-01T00:00:00Z', '2016-06-30T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMA93,['Improved Access to Equitable Quality Basic Education in Community Schools'],['Oxfam GB'],,"['The project will support over 12,000 learners at 20 community schools in Lusaka, Eastern, Western and Copperbelt Provinces of Zambia. The project will also highlight the challenges in the management of community schools and the need for government to implement the community school guidelines in order to ensure that access to quality education is a reality for all   The project will do this by working directly with school committees and learners and the project will further develop the capacity of 3 local NGO partners Zambia Open Community Schools (ZOCS) based in Lusaka, ZEDAO in Mufulira on the Copperbelt and YWCA Mongu in Western province.']",['ZM'],,,3,,2020-09-29T11:04:05Z,"['2', '4']","['2015-01-01T00:00:00Z', '2018-12-31T00:00:00Z']","['2', '5']","['Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB81,"['Amar Odhikar Campaign (Phase-2), the OI Essential Service Campaign in Bangladesh']",['Oxfam GB'],,"['This is a campaign & advocacy project framed in line with OI Essential Service Campaign Framework. 210 communities under 21 administrative Districts of the country will be made aware, active and mobilise as well as would to be connected with broader national alliance that can effectively pressurize government to be more responsive towards ensuring quality primary education with special emphasis to female children.']",['BD'],,,3,,2016-12-07T08:02:12Z,"['2', '4']","['2011-05-01T00:00:00Z', '2015-12-31T00:00:00Z']","['2', '5']","['Education and Health Care', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMA94,['Strengthening  Accountability within the Zambia Response to Food Insecurity'],['Oxfam GB'],,"['1. A capacity assessment of  disaster management mechanisms  and agencies. This will help provide information on planning of response interventions which might include cash transfers, recovery input support and the rehabilitation of water points and .  2.  Assessment of Cross -cutting issues: Conduct an assessment on existing gender, protection, participation and grievance management mechanisms in order to address existing information and response gaps in these areas. This is an opportunity to start identifying and  developing mitigation and recovery interventions. Also to provide evidence to call for urgent early action from government and other actors to prevent the situation from further deteriorating and ensuring that people do not experience further loss of food, livestock and income. 3. Training of agencies (WVI, Oxfam, and Government), district and sub -district community structures in Disaster Risk Management (DRM), and cross cutting issues such as Gender and Protection.']",['ZM'],,,3,,2019-04-03T16:42:42Z,"['2', '4']","['2016-04-01T00:00:00Z', '2016-05-15T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-BGDB83,['Strengthening Non State Actor in climate change policy formulation in South Asia'],['Oxfam GB'],,"['To increase the knowledge and understanding of the communities and Non State Actors (NSAs) on the impact of climate change on sustainable development and of national, regional and international climate change strategies and policies, to enhance the skills and confidence of the NSAs to undertake climate change advocacy and campaigning and to establish close linkages and systematic interaction between civil society climate change networks and key climate change decision makers and other stakeholders.']",['BD'],,,3,,2015-07-01T08:52:52Z,"['2', '4']","['2011-04-01T00:00:00Z', '2015-03-31T00:00:00Z']","['1', '3', '4', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA96,['Response to El Nino Effects in Zambia'],['Oxfam GB'],,"[""By 2016 distress and hardships faced by 20,000 poor and vulnerable people/households especially women and girls and other special groups are mitigated through Oxfam's interventions and support so that they are able to tide over difficult circumstances including  hunger and poverty and will be able to commence viable food production and resume agricultural activity during the 2016/2017 planting season.""]",['ZM'],,,3,,2018-04-20T08:52:27Z,"['2', '4']","['2016-05-01T00:00:00Z', '2017-03-31T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-BGDB84,['Emergency Aid for flood and water-logged communities in Bangladesh'],['Oxfam GB'],,"['Provide immediate food and livelihood support,  create access to safe and clean water sources and sanitation facilities for the affected people. In addition, provide temporary shelter materials, NFIs and hygiene kits to affected families.']",['BD'],,,3,,2013-03-28T04:14:15Z,"['2', '4']","['2011-09-01T00:00:00Z', '2012-01-31T00:00:00Z']","['1', '2', '3']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security']","['99', '99', '99']",,,,,,,
GB-CHC-202918-ZAMA98,['A fair and violence free society for women and girls in Zambia'],['Oxfam GB'],,"['The Red Light 2010 Zambia National Campaign is a campaign that focuses on the opportunity to use the predominantly male 2010 world cup event to draw attention to human trafficking, gender based violence (GBV) and get men involved in addressing GBV. It is an action which also responds to the impact the FIFA 2010 world cup, may have on vulnerable women and children of Southern Africa.']",['ZM'],,,3,,2021-04-01T12:48:21Z,"['2', '4']","['2016-04-01T00:00:00Z', '2019-10-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB85,['Provide safe drinking water in saline areas using solar power'],['Oxfam GB'],,"['Govt and NGOs have been implementing PSFs to treat surface water. Water from surface water is pumped through sand filters that work on the principal of ""slow sand filter"" on a constant flow, which creates biological film on sand layers, formed through a constant flow that removes harmful bacteria. Without constant flow of water bacteria remains and causes water borne disease. Using 12 -solar powered pond sand filters we will provide safe clean drinking water to 12,465 people. Project is funded by SOJ & SOJ. The project will be implemented by Banchte Shekha in Khulna and Satkhira districts.']",['BD'],,,3,,2014-06-18T06:21:24Z,"['2', '4']","['2012-04-01T00:00:00Z', '2013-05-31T00:00:00Z']","['3', '5']","['Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMA99,"['Rights to Safe Water, Environmental sanitation and Hygiene for the Urban Poor']",['Oxfam GB'],,"['The project aims at promoting the right to safe water, environmental sanitation and hygiene of the poor in cholera prone peri urban compounds in Lusaka, Zambia. The objective is to establish complete designing and establish a peri -urban WASH work in George and Chawama compounds of Lusaka with effective participation of all key partners. Main activities include: research, detailed baseline surveys, stakeholder consultation and decision making, and exploration of possible options for provision of water, sanitation and hygiene services']",['ZM'],,,3,,2018-07-17T10:40:05Z,"['2', '4']","['2016-07-26T00:00:00Z', '2017-06-30T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-BGDB86,['Flood REsistant SHelter for South-West region of Bangladesh (FRESH)'],['Oxfam GB'],,"['At least 11,092 (HHs) Households/55,460 individuals affected by waterlogging in South -West Bangladesh are able to protect themselves and their assets through access to and ownership of secure, disaster resilient Shelter and (WASH) Water, Sanitation, and Hygiene facilities.']",['BD'],,,3,,2014-07-07T10:36:39Z,"['2', '4']","['2012-02-01T00:00:00Z', '2013-03-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-ZAMB02,['Support for better taxation in the extractives sector in Zambia'],['Oxfam GB'],,"[""The project sets out to do the following:  • Contribute to the formulation of an Extractive Industries Transparency Initiatives (EITI) policy in Zambia which embraces key provisions and principles for mineral revenue sharing transparency and accountability, consistent with global payment disclosure norms. To this end, the project team will advocate for policy and legislation from the Ministry of Mines and the legislature. Oxfam Zambia will also support civil society analysis of EITI reconciliation reports and company payment disclosures and help capacitate Civil Society Organisations (CSOs) and media groups to better use this information in advocacy efforts. The project team will also advocate for the inclusion of beneficial ownership requirements in national legislation. The project will also undertake activities to follow -up from past research studies conducted regarding taxation, transfer mispricing and bilateral investment treaties and will also include targeted corporate campaigning based on the results of these studies.   • Engage the Ministry of Mines and various relevant Parliamentary committees to encourage the adoption of the proposed revenue sharing mechanism guidelines. Alongside these efforts, the project team will also help progress the Kulinganiza (EiU) campaign with partner organizations through a focus on mineral revenue sharing mechanism as a tool to decrease inequality. Oxfam Zambia will also undertake training of local government officials on the topic of mineral revenue sharing as well as train local Natural Resource Watch Groups and Ward Development Committees on revenue tracking. The project team will also promote dialogue on the topic of mineral revenue sharing by holding side events and panel discussions at the Alternative Mining Indaba and other platforms.    • Utilize the Civil Society Poverty Observatory Group  - CS POG (a network through which Oxfam's resource Governance programme is delivered) as the overall banner carrying the bigger me""]",['ZM'],,,3,,2020-11-19T12:13:10Z,"['2', '4']","['2017-05-01T00:00:00Z', '2019-03-31T00:00:00Z']","['2', '4', '5']","['Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
